frequency_mhz,qualification,mapping,format,width,height,bits_per_pixel,mode,background_direction,deadline_guard_cycles,deadline_guard_us,background_offered_mb_s,safe,mandatory_deadline_misses,mandatory_min_service_pct,background_service_pct,published_frames,failed_captures,replay_safe_frames,replay_underruns,video_min_slack_us,video_max_wait_us,audio_deadline_misses,effective_mb_s,dq_util_pct,observed_idle_mb_s,unserved_words,dq_turnarounds,activates
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,2048,15.753846153846155,100.0,1,0,100.0,100.0,1,0,0,0,26.653846153846153,29.884615384615383,0,210.97602491569998,81.14462496757692,49.02397508430003,0,7458,7316
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,2048,15.753846153846155,110.0,1,0,100.0,100.0,1,0,0,0,26.653846153846153,31.253846153846155,0,220.9759879926117,84.99076461254296,39.02401200738831,0,8194,7551
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,2048,15.753846153846155,120.0,1,0,100.0,100.0,1,0,0,0,25.361538461538462,32.07692307692308,0,230.97607106956033,88.83695041136936,29.02392893043967,0,8790,7843
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,2048,15.753846153846155,130.0,1,0,100.0,100.0,1,0,0,0,25.361538461538462,34.04615384615385,0,240.97603414647205,92.6830900563354,19.023965853527955,0,9896,8243
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,2048,15.753846153846155,140.0,1,0,100.0,100.0,1,0,0,0,23.392307692307693,37.86153846153846,0,250.97599722338376,96.52922970130145,9.02400277661624,0,10818,8697
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,15.753846153846155,100.0,1,0,100.0,100.0,1,0,0,0,22.846153846153847,29.846153846153847,0,210.97602491569998,81.14462496757692,49.02397508430003,0,399,7214
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,15.753846153846155,110.0,1,0,100.0,100.0,1,0,0,0,22.915384615384614,29.130769230769232,0,220.9759879926117,84.99076461254296,39.02401200738831,0,399,7454
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,15.753846153846155,120.0,1,0,100.0,100.0,1,0,0,0,22.915384615384614,33.03076923076923,0,230.97607106956033,88.83695041136936,29.02392893043967,0,399,7743
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,15.753846153846155,130.0,1,0,100.0,100.0,1,0,0,0,20.784615384615385,35.0,0,240.97603414647205,92.6830900563354,19.023965853527955,0,399,8011
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,15.753846153846155,140.0,1,0,100.0,100.0,1,0,0,0,20.953846153846154,38.315384615384616,0,250.97599722338376,96.52922970130145,9.02400277661624,0,399,8425
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,2048,15.753846153846155,100.0,1,0,99.97222222222223,100.0,0,0,1,0,32.792307692307695,2.253846153846154,0,210.94530490624766,81.13280957932602,49.054695093752336,256,336,7268
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,2048,15.753846153846155,110.0,1,0,99.97222222222223,100.0,0,0,1,0,32.753846153846155,2.169230769230769,0,220.94526798315937,84.97894922429207,39.05473201684062,256,336,7703
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,2048,15.753846153846155,120.0,1,0,99.97222222222223,100.0,0,0,1,0,32.753846153846155,2.169230769230769,0,230.945351060108,88.82513502311846,29.054648939891983,256,336,7757
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,2048,15.753846153846155,130.0,1,0,99.97222222222223,100.0,0,0,1,0,29.776923076923076,2.330769230769231,0,240.94531413701972,92.67127466808451,19.054685862980264,256,336,8038
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,2048,15.753846153846155,140.0,1,0,99.97222222222223,100.0,0,0,1,0,27.73846153846154,2.5923076923076924,0,250.94527721393146,96.51741431305055,9.054722786068549,256,336,8386
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,15.753846153846155,100.0,1,0,99.97222222222223,100.0,0,0,1,0,32.746153846153845,2.246153846153846,0,210.94530490624766,81.13280957932602,49.054695093752336,256,7965,7331
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,15.753846153846155,110.0,1,0,99.97222222222223,100.0,0,0,1,0,32.76923076923077,2.1384615384615384,0,220.94526798315937,84.97894922429207,39.05473201684062,256,8077,7758
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,15.753846153846155,120.0,1,0,99.97222222222223,100.0,0,0,1,0,32.753846153846155,2.1384615384615384,0,230.945351060108,88.82513502311846,29.054648939891983,256,8215,7823
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,15.753846153846155,130.0,1,0,99.97222222222223,100.0,0,0,1,0,29.553846153846155,2.3153846153846156,0,240.94531413701972,92.67127466808451,19.054685862980264,256,8415,8099
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,15.753846153846155,140.0,1,0,99.97222222222223,100.0,0,0,1,0,29.353846153846153,2.1307692307692307,0,250.94527721393146,96.51741431305055,9.054722786068549,256,8747,8471
