frequency_mhz,qualification,mapping,format,width,height,bits_per_pixel,mode,background_direction,scheduler,low_watermark_words,high_watermark_words,video_fifo_words,active_fraction,deadline_guard_cycles,deadline_guard_us,background_offered_mb_s,safe,mandatory_deadline_misses,mandatory_min_service_pct,background_service_pct,published_frames,failed_captures,replay_safe_frames,replay_underruns,video_min_slack_us,video_max_wait_us,audio_deadline_misses,effective_mb_s,dq_util_pct,observed_idle_mb_s,unserved_words,dq_turnarounds,activates
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,122.0,1,0,100.0,100.0,1,0,0,0,1.3923076923076922,2703.4384615384615,0,232.97599168492053,89.60615064804635,27.02400831507948,0,7922,10658
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,122.0,1,0,100.0,100.0,1,0,0,0,11.707692307692307,2702.576923076923,0,232.97599168492053,89.60615064804635,27.02400831507948,0,399,12763
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,122.0,1,0,99.85904947916667,99.96596719079815,0,0,1,0,0.46923076923076923,2726.3307692307694,0,232.77816187975097,89.53006226144268,27.221838120249046,1645,336,20157
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,122.0,1,0,99.85904947916667,99.96596719079815,0,0,1,0,3.6615384615384614,2726.3307692307694,0,232.77816187975097,89.53006226144268,27.221838120249046,1645,2660,16606
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,123.0,1,0,100.0,100.0,1,0,0,0,0.9923076923076923,2703.1769230769232,0,233.97607199263754,89.9907969202452,26.023928007362464,0,8011,12014
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,123.0,1,0,100.0,100.0,1,0,0,0,11.515384615384615,2702.5923076923077,0,233.97607199263754,89.9907969202452,26.023928007362464,0,399,11936
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,123.0,0,1064,99.85904947916667,99.95473170731708,0,0,0,1064,-61.176923076923075,2726.3384615384616,0,233.76408036295328,89.90926167805895,26.235919637046713,1763,334,109724
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,123.0,1,0,99.85904947916667,99.95473170731708,0,0,1,0,1.7923076923076924,2726.3307692307694,0,233.76408036295328,89.90926167805895,26.235919637046713,1763,2638,19035
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,124.0,0,3159,100.0,100.0,0,1,0,0,-77.66923076923077,2703.376923076923,0,234.97603230031763,90.3753970385837,25.02396769968237,0,8099,12758
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,124.0,1,0,100.0,100.0,1,0,0,0,11.553846153846154,2702.576923076923,0,234.97603230031763,90.3753970385837,25.02396769968237,0,399,12492
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,124.0,0,975,99.85904947916667,99.96390321416233,0,0,0,975,-88.4,2726.3307692307694,0,234.77495880775567,90.29806107990603,25.22504119224432,1672,336,97452
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,124.0,0,59,99.85904947916667,99.96390321416233,0,0,0,59,-17.43076923076923,2726.3307692307694,0,234.77495880775567,90.29806107990603,25.22504119224432,1672,2598,25158
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,125.0,0,3469,100.0,100.0,0,1,0,0,-397.4307692307692,2703.253846153846,0,235.97599260799774,90.7599971569222,24.024007392002275,0,7644,31250
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,125.0,1,0,100.0,100.0,1,0,0,0,10.076923076923077,2702.607692307692,0,235.97599260799774,90.7599971569222,24.024007392002275,0,399,14863
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,125.0,0,1152,99.85904947916667,99.95679997235199,0,0,0,1152,-91.98461538461538,2726.346153846154,0,235.76556846886305,90.67906479571656,24.234431531136938,1749,334,107268
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,256,1024,2048,0.8378181818181818,4096,31.50769230769231,125.0,0,366,99.85904947916667,99.95679997235199,0,0,0,366,-36.09230769230769,2726.3307692307694,0,235.7656772835734,90.67910664752823,24.23432271642659,1749,2176,49555
