frequency_mhz,qualification,mapping,format,width,height,bits_per_pixel,mode,background_direction,scheduler,low_watermark_words,high_watermark_words,video_fifo_words,active_fraction,deadline_guard_cycles,deadline_guard_us,background_offered_mb_s,safe,mandatory_deadline_misses,mandatory_min_service_pct,background_service_pct,published_frames,failed_captures,replay_safe_frames,replay_underruns,video_min_slack_us,video_max_wait_us,audio_deadline_misses,effective_mb_s,dq_util_pct,observed_idle_mb_s,unserved_words,dq_turnarounds,activates
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,100.0,1,0,100.0,100.0,1,0,0,0,3.376923076923077,2704.276923076923,0,210.97602491569998,81.14462496757692,49.02397508430003,0,5866,8635
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,100.0,1,0,100.0,100.0,1,0,0,0,4.292307692307692,2702.5846153846155,0,210.97602491569998,81.14462496757692,49.02397508430003,0,399,11816
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,100.0,1,0,99.90852864583333,99.93795997518399,0,0,1,0,7.8538461538461535,2722.4538461538464,0,210.81253297111834,81.08174345043012,49.18746702888166,1360,336,15531
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,100.0,1,0,99.90690104166667,99.93795997518399,0,0,1,0,8.26923076923077,2722.4538461538464,0,210.81102486493072,81.08116340958874,49.18897513506927,1375,2296,15350
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,110.0,1,0,100.0,100.0,1,0,0,0,3.3076923076923075,2702.9538461538464,0,220.9759879926117,84.99076461254296,39.02401200738831,0,6726,9058
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,110.0,1,0,100.0,100.0,1,0,0,0,3.6384615384615384,2702.576923076923,0,220.9759879926117,84.99076461254296,39.02401200738831,0,399,13323
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,110.0,1,0,99.90744357638889,99.94305450403964,0,0,1,0,7.584615384615384,2722.5,0,220.81098794184246,84.92730305455478,39.18901205815756,1375,336,19292
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,110.0,1,0,99.88585069444444,99.9615999720727,0,0,1,0,7.5,2722.4846153846156,0,220.80750794077167,84.92596459260449,39.19249205922833,1404,2274,16728
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,120.0,1,0,100.0,100.0,1,0,0,0,1.5923076923076922,2703.0923076923077,0,230.97607106956033,88.83695041136936,29.02392893043967,0,7798,10380
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,120.0,1,0,100.0,100.0,1,0,0,0,3.6384615384615384,2702.576923076923,0,230.97607106956033,88.83695041136936,29.02392893043967,0,399,13451
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,120.0,1,0,99.90852864583333,99.944,0,0,1,0,4.553846153846154,2722.4538461538464,0,230.80739143819383,88.77207363007456,29.192608561806164,1403,336,22635
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,120.0,1,0,99.90776909722223,99.944,0,0,1,0,7.476923076923077,2722.4538461538464,0,230.80687101749876,88.77187346826877,29.193128982501225,1410,2234,17508
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,130.0,0,3580,99.99826388888889,100.0,0,1,0,0,-788.7923076923076,2703.3615384615387,0,240.97389170837434,92.68226604168244,19.02610829162567,16,8845,14039
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,130.0,0,301,100.0,100.0,0,1,0,0,-31.06923076923077,2702.576923076923,0,240.97603414647205,92.6830900563354,19.023965853527955,0,399,44413
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,130.0,0,821,99.90852864583333,99.93898459661065,0,0,0,821,-78.18461538461538,2722.4538461538464,0,240.79510954598533,92.61350367153281,19.204890454014688,1504,336,103825
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,130.0,0,171,99.90690104166667,99.93898459661065,0,0,0,171,-32.49230769230769,2722.4538461538464,0,240.79375409038587,92.6129823424561,19.206245909614125,1519,1770,43151
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,140.0,0,3584,99.984375,100.0,0,1,0,0,-2204.3076923076924,2705.2923076923075,0,250.9583697371403,96.5224498989001,9.041630262859718,144,10143,26229
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,140.0,0,297,100.0,99.99168570953469,0,1,0,0,-31.06923076923077,2702.576923076923,0,250.96435721980222,96.52475277684701,9.035642780197778,97,399,47062
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,140.0,0,765,99.90787760416667,99.9353713916408,0,0,0,765,-47.86153846153846,2722.476923076923,0,250.78363716419605,96.45524506315233,9.216362835803949,1603,336,109782
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,140.0,0,191,99.8828125,99.95251425857958,0,0,0,191,-25.546153846153846,2722.4615384615386,0,250.77991716305144,96.45381429348132,9.220082836948565,1634,1713,47245
