frequency_mhz,qualification,mapping,format,width,height,bits_per_pixel,mode,background_direction,deadline_guard_cycles,deadline_guard_us,background_offered_mb_s,safe,mandatory_deadline_misses,mandatory_min_service_pct,background_service_pct,published_frames,failed_captures,replay_safe_frames,replay_underruns,video_min_slack_us,video_max_wait_us,audio_deadline_misses,effective_mb_s,dq_util_pct,observed_idle_mb_s,unserved_words,dq_turnarounds,activates
143.0,exploratory-overclock,chip-row-bank-column,1080p16,1920,1080,16,replay,write,2048,14.321678321678322,0.0,1,0,99.79423868312757,100,0,0,1,0,14.48951048951049,0.16083916083916083,0,248.704,86.95944055944057,37.296,256,2,265
143.0,exploratory-overclock,linear,1080p16,1920,1080,16,replay,write,2048,14.321678321678322,0.0,1,0,99.79423868312757,100,0,0,1,0,14.44055944055944,0.1048951048951049,0,248.704,86.95944055944057,37.296,256,2,263
143.0,exploratory-overclock,row-bank-chip-column,1080p16,1920,1080,16,replay,write,2048,14.321678321678322,0.0,1,0,99.79423868312757,100,0,0,1,0,14.48951048951049,0.08391608391608392,0,248.704,86.95944055944057,37.296,256,2,256
143.0,exploratory-overclock,row-chip-bank-column,1080p16,1920,1080,16,replay,write,2048,14.321678321678322,0.0,1,0,99.79423868312757,100,0,0,1,0,14.44055944055944,0.11188811188811189,0,248.704,86.95944055944057,37.296,256,2,263
143.0,exploratory-overclock,stripe-1k-bank-chip,1080p16,1920,1080,16,replay,write,2048,14.321678321678322,0.0,1,0,99.79423868312757,100,0,0,1,0,14.48951048951049,0.16083916083916083,0,248.704,86.95944055944057,37.296,256,2,383
143.0,exploratory-overclock,stripe-1k-chip-bank,1080p16,1920,1080,16,replay,write,2048,14.321678321678322,0.0,1,0,99.79423868312757,100,0,0,1,0,14.48951048951049,0.16083916083916083,0,248.704,86.95944055944057,37.296,256,2,378
143.0,exploratory-overclock,chip-row-bank-column,1080p8,1920,1080,8,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,28.44055944055944,15.223776223776223,0,124.8,43.63636363636363,161.2,0,23,182
143.0,exploratory-overclock,linear,1080p8,1920,1080,8,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,31.013986013986013,15.363636363636363,0,124.8,43.63636363636363,161.2,0,23,178
143.0,exploratory-overclock,row-bank-chip-column,1080p8,1920,1080,8,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,28.44055944055944,13.482517482517483,0,124.8,43.63636363636363,161.2,0,23,182
143.0,exploratory-overclock,row-chip-bank-column,1080p8,1920,1080,8,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,28.44055944055944,15.223776223776223,0,124.8,43.63636363636363,161.2,0,23,186
143.0,exploratory-overclock,stripe-1k-bank-chip,1080p8,1920,1080,8,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,28.44055944055944,13.454545454545455,0,124.8,43.63636363636363,161.2,0,23,220
143.0,exploratory-overclock,stripe-1k-chip-bank,1080p8,1920,1080,8,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,28.44055944055944,13.503496503496503,0,124.8,43.63636363636363,161.2,0,23,225
143.0,exploratory-overclock,chip-row-bank-column,1080p8,1920,1080,8,replay,write,2048,14.321678321678322,0.0,1,0,99.58847736625515,100,0,0,1,0,30.95104895104895,0.16083916083916083,0,124.288,43.45734265734266,161.712,256,2,187
143.0,exploratory-overclock,linear,1080p8,1920,1080,8,replay,write,2048,14.321678321678322,0.0,1,0,99.58847736625515,100,0,0,1,0,30.923076923076923,0.1048951048951049,0,124.288,43.45734265734266,161.712,256,2,187
143.0,exploratory-overclock,row-bank-chip-column,1080p8,1920,1080,8,replay,write,2048,14.321678321678322,0.0,1,0,99.58847736625515,100,0,0,1,0,30.95104895104895,0.1048951048951049,0,124.288,43.45734265734266,161.712,256,2,184
143.0,exploratory-overclock,row-chip-bank-column,1080p8,1920,1080,8,replay,write,2048,14.321678321678322,0.0,1,0,99.58847736625515,100,0,0,1,0,30.95104895104895,0.11188811188811189,0,124.288,43.45734265734266,161.712,256,2,184
143.0,exploratory-overclock,stripe-1k-bank-chip,1080p8,1920,1080,8,replay,write,2048,14.321678321678322,0.0,1,0,99.58847736625515,100,0,0,1,0,30.95104895104895,0.16083916083916083,0,124.288,43.45734265734266,161.712,256,2,227
143.0,exploratory-overclock,stripe-1k-chip-bank,1080p8,1920,1080,8,replay,write,2048,14.321678321678322,0.0,1,0,99.58847736625515,100,0,0,1,0,30.95104895104895,0.16083916083916083,0,124.288,43.45734265734266,161.712,256,2,228
143.0,exploratory-overclock,chip-row-bank-column,720p16,1280,720,16,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,32.55944055944056,15.223776223776223,0,110.976,38.8027972027972,175.024,0,23,174
143.0,exploratory-overclock,linear,720p16,1280,720,16,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,35.13286713286713,15.363636363636363,0,110.976,38.8027972027972,175.024,0,23,172
143.0,exploratory-overclock,row-bank-chip-column,720p16,1280,720,16,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,32.55944055944056,13.482517482517483,0,110.976,38.8027972027972,175.024,0,23,173
143.0,exploratory-overclock,row-chip-bank-column,720p16,1280,720,16,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,32.55944055944056,15.223776223776223,0,110.976,38.8027972027972,175.024,0,23,174
143.0,exploratory-overclock,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,32.55944055944056,13.454545454545455,0,110.976,38.8027972027972,175.024,0,23,209
143.0,exploratory-overclock,stripe-1k-chip-bank,720p16,1280,720,16,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,32.55944055944056,13.503496503496503,0,110.976,38.8027972027972,175.024,0,23,209
143.0,exploratory-overclock,chip-row-bank-column,720p16,1280,720,16,replay,write,2048,14.321678321678322,0.0,1,0,99.53703703703704,100,0,0,1,0,30.622377622377623,0.16083916083916083,0,110.464,38.623776223776225,175.536,256,2,175
143.0,exploratory-overclock,linear,720p16,1280,720,16,replay,write,2048,14.321678321678322,0.0,1,0,99.53703703703704,100,0,0,1,0,35.04195804195804,0.11188811188811189,0,110.464,38.623776223776225,175.536,256,2,176
143.0,exploratory-overclock,row-bank-chip-column,720p16,1280,720,16,replay,write,2048,14.321678321678322,0.0,1,0,99.53703703703704,100,0,0,1,0,35.06293706293706,0.16083916083916083,0,110.464,38.623776223776225,175.536,256,2,176
143.0,exploratory-overclock,row-chip-bank-column,720p16,1280,720,16,replay,write,2048,14.321678321678322,0.0,1,0,99.53703703703704,100,0,0,1,0,35.06293706293706,0.16083916083916083,0,110.464,38.623776223776225,175.536,256,2,176
143.0,exploratory-overclock,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,14.321678321678322,0.0,1,0,99.53703703703704,100,0,0,1,0,35.06293706293706,0.16083916083916083,0,110.464,38.623776223776225,175.536,256,2,210
143.0,exploratory-overclock,stripe-1k-chip-bank,720p16,1280,720,16,replay,write,2048,14.321678321678322,0.0,1,0,99.53703703703704,100,0,0,1,0,35.06293706293706,0.16083916083916083,0,110.464,38.623776223776225,175.536,256,2,208
