frequency_mhz,mapping,format,active_fraction,video_fifo_words,low_watermark_words,high_watermark_words,deadline_guard_cycles,background_offered_mb_s,all_modes_directions_safe,minimum_video_slack_us,maximum_video_wait_us,minimum_background_service_pct,maximum_dq_turnarounds
120.0,stripe-1k-bank-chip,720p16,0.8378181818181818,2048,512,1536,4096,90.0,1,2.808333333333333,2722.4583333333335,99.94453333333334,5778
120.0,stripe-1k-bank-chip,720p16,0.8378181818181818,2048,512,1536,4096,100.0,1,1.7666666666666666,2722.4583333333335,99.93795997518399,6640
120.0,stripe-1k-bank-chip,720p16,0.8378181818181818,2048,512,1536,4096,110.0,0,-700.3583333333333,2722.516666666667,99.9421817761322,7752
120.0,stripe-1k-bank-chip,720p16,0.8378181818181818,2048,512,1536,4096,120.0,0,-1996.6,2722.508333333333,99.4264,8979
