frequency_mhz,qualification,mapping,format,mode,background_direction,max_tested_safe_background_mb_s,first_tested_unsafe_background_mb_s
100.0,board-acceptance,stripe-1k-bank-chip,720p16,capture,read,85.0,90.0
100.0,board-acceptance,stripe-1k-bank-chip,720p16,capture,write,85.0,90.0
100.0,board-acceptance,stripe-1k-bank-chip,720p16,replay,read,85.0,90.0
100.0,board-acceptance,stripe-1k-bank-chip,720p16,replay,write,85.0,90.0
