frequency_mhz,qualification,mapping,format,mode,background_direction,max_tested_safe_background_mb_s,first_tested_unsafe_background_mb_s
120.0,board-acceptance,stripe-1k-bank-chip,720p16,capture,read,125.0,130.0
120.0,board-acceptance,stripe-1k-bank-chip,720p16,capture,write,125.0,130.0
120.0,board-acceptance,stripe-1k-bank-chip,720p16,replay,read,125.0,130.0
120.0,board-acceptance,stripe-1k-bank-chip,720p16,replay,write,125.0,130.0
