frequency_mhz,qualification,mapping,format,width,height,bits_per_pixel,mode,background_direction,scheduler,low_watermark_words,high_watermark_words,video_fifo_words,active_fraction,deadline_guard_cycles,deadline_guard_us,background_offered_mb_s,safe,mandatory_deadline_misses,mandatory_min_service_pct,background_service_pct,published_frames,failed_captures,replay_safe_frames,replay_underruns,video_min_slack_us,video_max_wait_us,audio_deadline_misses,effective_mb_s,dq_util_pct,observed_idle_mb_s,unserved_words,dq_turnarounds,activates
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,123.0,1,0,100.0,100.0,1,0,0,0,0.7538461538461538,2703.1769230769232,0,233.97607199263754,89.9907969202452,26.023928007362464,0,7995,11666
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,123.0,1,0,100.0,100.0,1,0,0,0,4.123076923076923,2702.5923076923077,0,233.97607199263754,89.9907969202452,26.023928007362464,0,399,13097
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,123.0,0,373,99.90776909722223,99.93834146341463,0,0,0,373,-51.753846153846155,2722.476923076923,0,233.7982319379175,89.92239689919904,26.20176806208248,1482,336,68763
130,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,watermark,512,1536,2048,0.8378181818181818,4096,31.50769230769231,123.0,1,0,99.90679253472223,99.93834146341463,0,0,1,0,5.607692307692307,2722.4615384615386,0,233.7971519375852,89.92198151445585,26.202848062414787,1491,2216,20179
