frequency_mhz,qualification,mapping,format,width,height,bits_per_pixel,mode,background_direction,deadline_guard_cycles,deadline_guard_us,background_offered_mb_s,safe,mandatory_deadline_misses,mandatory_min_service_pct,background_service_pct,published_frames,failed_captures,replay_safe_frames,replay_underruns,video_min_slack_us,video_max_wait_us,audio_deadline_misses,effective_mb_s,dq_util_pct,observed_idle_mb_s,unserved_words,dq_turnarounds,activates
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,2048,17.066666666666666,115.0,1,0,100.0,100.0,1,0,0,0,24.05,35.125,0,225.97596,94.15665,14.02404,0,8630,7919
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,2048,17.066666666666666,125.0,1,0,100.0,100.0,1,0,0,0,24.05,40.208333333333336,0,235.97592,98.3233,4.02408,0,9726,8850
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,read,2048,17.066666666666666,130.0,0,2631,99.72482638888889,98.44470721375606,0,1,0,0,-46.34166666666667,115.79166666666667,0,238.64976,99.4374,1.35024,19385,5772,15109
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,17.066666666666666,115.0,1,0,100.0,100.0,1,0,0,0,21.775,38.791666666666664,0,225.97596,94.15665,14.02404,0,399,7789
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,17.066666666666666,125.0,1,0,100.0,100.0,1,0,0,0,19.508333333333333,42.61666666666667,0,235.97592,98.3233,4.02408,0,399,8436
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,17.066666666666666,130.0,0,0,100.0,97.8609531879856,1,0,0,0,0.06666666666666667,66.44166666666666,0,238.1952,99.248,1.8048,23173,399,17278
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,2048,17.066666666666666,115.0,1,0,99.97222222222223,100.0,0,0,1,0,32.45,2.3833333333333333,0,225.94524,94.14385,14.05476,256,336,7749
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,2048,17.066666666666666,125.0,1,0,99.97222222222223,100.0,0,0,1,0,28.758333333333333,4.416666666666667,0,235.9452,98.3105,4.0548,256,336,8254
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,read,2048,17.066666666666666,130.0,0,0,99.84678819444444,98.82981502455847,0,0,1,0,5.033333333333333,29.808333333333334,0,239.28528,99.7022,0.71472,14089,220,14615
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,17.066666666666666,115.0,1,0,99.97222222222223,100.0,0,0,1,0,32.46666666666667,2.35,0,225.94524,94.14385,14.05476,256,8357,7836
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,17.066666666666666,125.0,1,0,99.97222222222223,99.99836799895552,0,0,1,0,27.633333333333333,4.166666666666667,0,235.94316,98.30965,4.05684,273,8903,8381
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,17.066666666666666,130.0,0,0,99.97222222222223,98.07436863826727,0,0,1,0,11.258333333333333,22.066666666666666,0,238.44180077909962,99.35075032462484,1.5581992209003896,21117,7775,14549
