frequency_mhz,qualification,mapping,format,width,height,bits_per_pixel,mode,background_direction,deadline_guard_cycles,deadline_guard_us,background_offered_mb_s,safe,mandatory_deadline_misses,mandatory_min_service_pct,background_service_pct,published_frames,failed_captures,replay_safe_frames,replay_underruns,video_min_slack_us,video_max_wait_us,audio_deadline_misses,effective_mb_s,dq_util_pct,observed_idle_mb_s,unserved_words,dq_turnarounds,activates
120.0,board-acceptance,stripe-1k-bank-chip,1080p16,1920,1080,16,replay,write,2048,17.066666666666666,0.0,0,8227,16.5,100,0,0,0,7925,-650.2083333333334,664.375,302,239.034,99.5975,0.966,84850,2,14783
120.0,board-acceptance,stripe-1k-chip-bank,1080p16,1920,1080,16,replay,write,2048,17.066666666666666,0.0,0,8022,63.5,100,0,0,0,7949,-671.325,685.6166666666667,73,238.87656,99.5319,1.12344,86162,136,14844
120.0,board-acceptance,chip-row-bank-column,1080p8,1920,1080,8,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,26.258333333333333,19.616666666666667,0,124.8,52.0,115.2,0,399,3293
120.0,board-acceptance,linear,1080p8,1920,1080,8,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,30.441666666666666,19.725,0,124.8,52.0,115.2,0,399,3265
120.0,board-acceptance,row-bank-chip-column,1080p8,1920,1080,8,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,26.258333333333333,19.391666666666666,0,124.8,52.0,115.2,0,399,3287
120.0,board-acceptance,row-chip-bank-column,1080p8,1920,1080,8,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,26.258333333333333,19.616666666666667,0,124.8,52.0,115.2,0,399,3279
120.0,board-acceptance,stripe-1k-bank-chip,1080p8,1920,1080,8,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,26.258333333333333,19.433333333333334,0,124.8,52.0,115.2,0,399,4029
120.0,board-acceptance,stripe-1k-chip-bank,1080p8,1920,1080,8,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,26.258333333333333,17.525,0,124.8,52.0,115.2,0,399,4027
120.0,board-acceptance,chip-row-bank-column,1080p8,1920,1080,8,replay,write,2048,17.066666666666666,0.0,1,0,99.9753086419753,100,0,0,1,0,30.341666666666665,0.2916666666666667,0,124.76928,51.9872,115.23072,256,336,3288
120.0,board-acceptance,linear,1080p8,1920,1080,8,replay,write,2048,17.066666666666666,0.0,1,0,99.9753086419753,100,0,0,1,0,30.541666666666668,0.175,0,124.76928,51.9872,115.23072,256,336,3266
120.0,board-acceptance,row-bank-chip-column,1080p8,1920,1080,8,replay,write,2048,17.066666666666666,0.0,1,0,99.9753086419753,100,0,0,1,0,30.366666666666667,0.2916666666666667,0,124.76928,51.9872,115.23072,256,336,3276
120.0,board-acceptance,row-chip-bank-column,1080p8,1920,1080,8,replay,write,2048,17.066666666666666,0.0,1,0,99.9753086419753,100,0,0,1,0,30.35,0.2916666666666667,0,124.76928,51.9872,115.23072,256,336,3279
120.0,board-acceptance,stripe-1k-bank-chip,1080p8,1920,1080,8,replay,write,2048,17.066666666666666,0.0,1,0,99.9753086419753,100,0,0,1,0,30.341666666666665,0.30833333333333335,0,124.76928,51.9872,115.23072,256,336,4019
120.0,board-acceptance,stripe-1k-chip-bank,1080p8,1920,1080,8,replay,write,2048,17.066666666666666,0.0,1,0,99.9753086419753,100,0,0,1,0,30.341666666666665,0.36666666666666664,0,124.76928,51.9872,115.23072,256,336,4025
120.0,board-acceptance,chip-row-bank-column,720p16,1280,720,16,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,30.375,19.616666666666667,0,110.976,46.24,129.024,0,399,3140
120.0,board-acceptance,linear,720p16,1280,720,16,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,34.775,19.725,0,110.976,46.24,129.024,0,399,3147
120.0,board-acceptance,row-bank-chip-column,720p16,1280,720,16,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,30.375,19.391666666666666,0,110.976,46.24,129.024,0,399,3142
120.0,board-acceptance,row-chip-bank-column,720p16,1280,720,16,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,30.375,19.616666666666667,0,110.976,46.24,129.024,0,399,3161
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,30.375,19.433333333333334,0,110.976,46.24,129.024,0,399,3743
120.0,board-acceptance,stripe-1k-chip-bank,720p16,1280,720,16,capture,write,2048,17.066666666666666,0.0,1,0,100.0,100,1,0,0,0,30.375,17.525,0,110.976,46.24,129.024,0,399,3745
120.0,board-acceptance,chip-row-bank-column,720p16,1280,720,16,replay,write,2048,17.066666666666666,0.0,1,0,99.97222222222223,100,0,0,1,0,34.483333333333334,0.2916666666666667,0,110.94528,46.2272,129.05472,256,336,3162
120.0,board-acceptance,linear,720p16,1280,720,16,replay,write,2048,17.066666666666666,0.0,1,0,99.97222222222223,100,0,0,1,0,34.7,0.175,0,110.94528,46.2272,129.05472,256,336,3161
120.0,board-acceptance,row-bank-chip-column,720p16,1280,720,16,replay,write,2048,17.066666666666666,0.0,1,0,99.97222222222223,100,0,0,1,0,34.483333333333334,0.2916666666666667,0,110.94528,46.2272,129.05472,256,336,3162
120.0,board-acceptance,row-chip-bank-column,720p16,1280,720,16,replay,write,2048,17.066666666666666,0.0,1,0,99.97222222222223,100,0,0,1,0,34.483333333333334,0.2916666666666667,0,110.94528,46.2272,129.05472,256,336,3162
120.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,17.066666666666666,0.0,1,0,99.97222222222223,100,0,0,1,0,34.483333333333334,0.2916666666666667,0,110.94528,46.2272,129.05472,256,336,3776
