frequency_mhz,qualification,mapping,format,mode,background_direction,max_tested_safe_background_mb_s,first_tested_unsafe_background_mb_s
130.0,board-acceptance,stripe-1k-bank-chip,720p16,capture,read,140.0,
130.0,board-acceptance,stripe-1k-bank-chip,720p16,capture,write,140.0,
130.0,board-acceptance,stripe-1k-bank-chip,720p16,replay,read,140.0,
130.0,board-acceptance,stripe-1k-bank-chip,720p16,replay,write,140.0,
