frequency_mhz,mapping,format,active_fraction,video_fifo_words,low_watermark_words,high_watermark_words,deadline_guard_cycles,background_offered_mb_s,all_modes_directions_safe,minimum_video_slack_us,maximum_video_wait_us,minimum_background_service_pct,maximum_dq_turnarounds
130,stripe-1k-bank-chip,720p16,0.8378181818181818,2048,256,1024,4096,120.0,1,1.5923076923076922,2726.3307692307694,99.9664,7760
130,stripe-1k-bank-chip,720p16,0.8378181818181818,2048,512,1024,4096,120.0,1,1.5923076923076922,2722.4538461538464,99.9613,7770
130,stripe-1k-bank-chip,720p16,0.8378181818181818,2048,512,1536,4096,120.0,1,1.5923076923076922,2722.4538461538464,99.944,7798
130,stripe-1k-bank-chip,720p16,0.8378181818181818,2048,768,1536,4096,120.0,1,1.5923076923076922,2718.576923076923,99.9376,7786
130,stripe-1k-bank-chip,720p16,0.8378181818181818,2048,768,1792,4096,120.0,0,-2.0692307692307694,2718.576923076923,99.9168,7770
